0开课系,1课程号,2课程名,3课序号,4学分,5考试类型,6教师,7周次,8星期,9节次,10校区,11教学楼,12教室,课容量,课余量
经济管理学院,40L225Q,产业经济学研究性专题,01,1.0,考试,荣朝和* 赵坚 欧国立 ,1-8周,3,1,主校区,逸夫教学楼,YF313,70,58
经济管理学院,40L227Q,物流学研究性专题,01,1.0,考试,田源* ,1周上,6,1,主校区,,不要教室,70,69
经济管理学院,40L228Q,供应链管理研究性专题 ,01,1.0,考试,华国伟* ,1-8周,3,1,主校区,思源楼,SY101,70,69
经济管理学院,40L229Q,电子商务概论,01,2.0,考试,张润彤* ,1-8周,5,1,主校区,思源东楼,SD107,70,0
经济管理学院,40L229Q,电子商务概论,01,2.0,考试,张润彤* ,1-8周,2,1,主校区,思源东楼,SD107,70,0
经济管理学院,40L229Q,电子商务概论,02,2.0,考试,吕希艳* ,1-8周,2,1,主校区,思源东楼,SD108,70,3
经济管理学院,40L229Q,电子商务概论,02,2.0,考试,吕希艳* ,1-8周,5,1,主校区,思源东楼,SD108,70,3
经济管理学院,40L229Q,电子商务概论,03,2.0,考试,朱兵* ,1-8周,2,1,主校区,思源东楼,SD202,74,0
经济管理学院,40L229Q,电子商务概论,03,2.0,考试,朱兵* ,1-8周,5,1,主校区,思源东楼,SD202,74,0
经济管理学院,40L229Q,电子商务概论,04,2.0,考试,郭春芳* ,1-8周,5,1,主校区,思源东楼,SD203,70,39
经济管理学院,40L229Q,电子商务概论,04,2.0,考试,郭春芳* ,1-8周,2,1,主校区,思源东楼,SD203,70,39
经济管理学院,40L237Q,管理学原理,01,3.0,考试,张文松* ,"2,4,6,8,10,12,14,16周上",4,5,东校区,东教一楼,DQ303,5,0
经济管理学院,40L237Q,管理学原理,01,3.0,考试,张文松* ,1-16周,2,5,东校区,东教一楼,DQ303,5,0
经济管理学院,40L237Q,管理学原理,02,3.0,考试,马征* ,1-16周,1,6,主校区,思源东楼,SD108,0,0
经济管理学院,40L237Q,管理学原理,02,3.0,考试,马征* ,"2,4,6,8,10,12,14,16周上",4,6,主校区,思源东楼,SD108,0,0
经济管理学院,40L237Q,管理学原理,03,3.0,考试,张明玉* ,"2,4,6,8,10,12,14,16周上",5,1,主校区,逸夫教学楼,YF108,5,0
经济管理学院,40L237Q,管理学原理,03,3.0,考试,张明玉* ,1-16周,2,1,主校区,逸夫教学楼,YF403,5,0
经济管理学院,40L237Q,管理学原理,04,3.0,考试,吕海军* ,"2,4,6,8,10,12,14,16周上",4,5,东校区,东教一楼,DQ402,5,0
经济管理学院,40L237Q,管理学原理,04,3.0,考试,吕海军* ,1-16周,2,5,东校区,东教一楼,DQ402,5,0
经济管理学院,40L237Q,管理学原理,05,3.0,考试,邬文兵* ,"2,4,6,8,10,12,14,16周上",4,5,东校区,东教一楼,DQ305,5,2
经济管理学院,40L237Q,管理学原理,05,3.0,考试,邬文兵* ,1-16周,2,5,东校区,东教一楼,DQ305,5,2
经济管理学院,40L237Q,管理学原理,06,3.0,考试,陈永东* ,1-16周,2,4,东校区,东教一楼,DQ408,5,2
经济管理学院,40L237Q,管理学原理,06,3.0,考试,陈永东* ,"2,4,6,8,10,12,14,16周上",4,5,东校区,东教一楼,DQ408,5,2
经济管理学院,40L237Q,管理学原理,07,3.0,考试,王树祥* ,"2,4,6,8,10,12,14,16周上",4,5,东校区,东教一楼,DQ104,5,5
经济管理学院,40L237Q,管理学原理,07,3.0,考试,王树祥* ,1-16周,2,4,东校区,东教一楼,DQ302,5,5
经济管理学院,40L237Q,管理学原理,08,3.0,考试,姜文生* ,1-16周,2,1,东校区,东教一楼,DQ403,5,4
经济管理学院,40L237Q,管理学原理,08,3.0,考试,姜文生* ,"2,4,6,8,10,12,14,16周上",4,5,东校区,东教一楼,DQ105,5,4
经济管理学院,40L237Q,管理学原理,09,3.0,考试,黄宗远* ,"2,4,6,8,10,12,14,16周上",4,5,东校区,东教一楼,DQ106,5,5
经济管理学院,40L237Q,管理学原理,09,3.0,考试,黄宗远* ,1-16周,2,5,东校区,东教一楼,DQ103,5,5
经济管理学院,40L303Q,建设工程监理,01,2.0,考试,李清立* ,1-8周,5,2,主校区,思源楼,SY105,70,35
经济管理学院,40L303Q,建设工程监理,01,2.0,考试,李清立* ,1-8周,2,2,主校区,思源楼,SY105,70,35
经济管理学院,40L306Q,工程质量控制,01,2.0,考试,刘玉明* ,9-16周,1,2,主校区,逸夫教学楼,YF207,70,35
经济管理学院,40L306Q,工程质量控制,01,2.0,考试,刘玉明* ,9-16周,4,2,主校区,逸夫教学楼,YF207,70,35
经济管理学院,40L313Q,工程建设法规,01,1.5,考试,唐永忠* ,1-8周,2,4,主校区,逸夫教学楼,YF204,70,46
经济管理学院,40L313Q,工程建设法规,01,1.5,考试,唐永忠* ,"1,3,5,7周上",4,4,主校区,逸夫教学楼,YF301,70,46
经济管理学院,40L316Q,工程管理研究方法论,01,3.0,考试,任旭* ,1-16周,1,4,主校区,思源楼,SY201,70,35
经济管理学院,40L316Q,工程管理研究方法论,01,3.0,考试,任旭* ,"1,3,5,7,9,11,13,15周",3,1,主校区,思源楼,SY201,70,35
经济管理学院,40L317Q,建设项目管理,01,3.0,考试,刘伊生* ,"2,4,6,8,10,12,14,16周上",3,1,主校区,逸夫教学楼,YF302,70,35
经济管理学院,40L317Q,建设项目管理,01,3.0,考试,刘伊生* ,1-16周,5,4,主校区,思源东楼,SD206,70,35
经济管理学院,40L402Q,质量管理,01,2.0,考试,陈运涛* ,1-16周,4,5,主校区,思源东楼,SD107,70,32
经济管理学院,40L411Q,企业形象策划,01,2.0,考试,李森* ,9-16周,1,2,主校区,逸夫教学楼,YF106,70,17
经济管理学院,40L411Q,企业形象策划,01,2.0,考试,李森* ,9-16周,4,2,主校区,逸夫教学楼,YF106,70,17
经济管理学院,40L425Q,管理研究方法论(A),01,3.0,考试,唐方成* ,"2,4,6,8,10,12,14,16周上",4,1,主校区,思源东楼,SD201,70,52
经济管理学院,40L425Q,管理研究方法论(A),01,3.0,考试,唐方成* ,1-16周,2,2,主校区,思源东楼,SD201,70,52
经济管理学院,40L425Q,管理研究方法论(A),02,3.0,考试,张菊亮* ,"2,4,6,8,10,12,14,16周上",5,4,主校区,思源东楼,SD202,90,0
经济管理学院,40L425Q,管理研究方法论(A),02,3.0,考试,张菊亮* ,1-16周,3,2,主校区,思源东楼,SD202,90,0
经济管理学院,40L425Q,管理研究方法论(A),03,3.0,考试,马忠* ,1-16周,4,1,主校区,思源东楼,SD203,70,-8
经济管理学院,40L425Q,管理研究方法论(A),03,3.0,考试,马忠* ,"2,4,6,8,10,12,14,16周上",2,5,主校区,思源东楼,SD107,70,-8
经济管理学院,40L425Q,管理研究方法论(A),04,3.0,考试,姚立杰* ,"2,4,6,8,10,12,14,16周上",2,5,主校区,思源东楼,SD108,70,0
经济管理学院,40L425Q,管理研究方法论(A),04,3.0,考试,姚立杰* ,1-16周,4,1,主校区,思源东楼,SD206,70,0
经济管理学院,40L425Q,管理研究方法论(A),05,3.0,考试,杜晖* ,1-16周,1,5,主校区,逸夫教学楼,YF108,70,25
经济管理学院,40L425Q,管理研究方法论(A),05,3.0,考试,杜晖* ,"2,4,6,8,10,12,14,16周上",3,1,主校区,逸夫教学楼,YF108,70,25
经济管理学院,40L426Q,创新与创业管理,01,2.0,考试,杨湘玉* ,1-8周,1,2,主校区,机械楼,Z204,70,51
经济管理学院,40L426Q,创新与创业管理,01,2.0,考试,杨湘玉* ,1-8周,4,1,主校区,机械楼,Z204,70,51
经济管理学院,40L426Q,创新与创业管理,02,2.0,考试,杨湘玉* ,1-8周,1,4,主校区,逸夫教学楼,YF615,70,44
经济管理学院,40L426Q,创新与创业管理,02,2.0,考试,杨湘玉* ,1-8周,4,4,主校区,逸夫教学楼,YF615,70,44
经济管理学院,40L427Q,产业经济学热点与前沿问题,01,2.0,考试,李孟刚* 陈芬菲 ,1-16周,2,6,主校区,思源东楼,SD206,70,58
经济管理学院,40L505Q,成本会计,01,2.0,考试,李文兴* ,1-16周,4,5,主校区,机械楼,Z101,70,50
经济管理学院,40L505Q,成本会计,02,2.0,考试,孙贺捷* ,1-16周,4,5,主校区,逸夫教学楼,YF207,70,-5
经济管理学院,40L524Q,运输财务与会计,01,2.0,考试,孙敏* ,1-8周,5,5,主校区,思源东楼,SD108,70,1
经济管理学院,40L524Q,运输财务与会计,01,2.0,考试,孙敏* ,1-8周,3,5,主校区,思源东楼,SD108,70,1
经济管理学院,40L601Q,软件开发工具(A),01,3.0,考试,陈学东* ,1-16周,1,4,主校区,逸夫教学楼,YF512,70,17
经济管理学院,40L601Q,软件开发工具(A),01,3.0,考试,陈学东* ,"2,4,6,8,10,12,14,16周上",5,2,主校区,逸夫教学楼,YF512,70,17
经济管理学院,40L601Q,软件开发工具(A),02,3.0,考试,常丹* ,1-16周,1,4,主校区,逸夫教学楼,YF413,70,0
经济管理学院,40L601Q,软件开发工具(A),02,3.0,考试,常丹* ,"2,4,6,8,10,12,14,16周上",5,2,主校区,逸夫教学楼,YF413,70,0
经济管理学院,40L604Q,面向对象程序设计与应用,01,3.0,考试,苟娟琼* ,1-12周上,4,2,主校区,思源东楼,SD203,70,29
经济管理学院,40L604Q,面向对象程序设计与应用,01,3.0,考试,苟娟琼* ,1-12周上,1,2,主校区,思源东楼,SD203,70,29
经济管理学院,40L605Q,专家与决策支持系统,01,3.0,考试,杜晖* ,1-12周上,5,5,主校区,逸夫教学楼,YF508,70,40
经济管理学院,40L605Q,专家与决策支持系统,01,3.0,考试,杜晖* ,1-12周上,3,5,主校区,逸夫教学楼,YF508,70,40
经济管理学院,40L610Q,网络企业管理,01,2.0,考试,秦秋莉* ,9-16周,5,6,主校区,逸夫教学楼,YF613,70,41
经济管理学院,40L610Q,网络企业管理,01,2.0,考试,秦秋莉* ,9-16周,3,2,主校区,逸夫教学楼,YF613,70,41
经济管理学院,40L631Q,保密学概论,01,2.0,考试,邵丽萍* ,1-8周,5,5,主校区,逸夫教学楼,YF308,70,20
经济管理学院,40L631Q,保密学概论,01,2.0,考试,邵丽萍* ,1-8周,2,5,主校区,逸夫教学楼,YF308,70,20
经济管理学院,40L637Q,保密史及保密制度,01,2.0,考试,邵丽萍* ,9-16周,2,5,主校区,逸夫教学楼,YF104,70,20
经济管理学院,40L637Q,保密史及保密制度,01,2.0,考试,邵丽萍* ,9-16周,5,5,主校区,逸夫教学楼,YF104,70,20
经济管理学院,40L701Q,商品学概论,01,2.0,考试,赵启兰* ,9-16周,3,1,主校区,逸夫教学楼,YF106,70,1
经济管理学院,40L701Q,商品学概论,01,2.0,考试,赵启兰* ,9-16周,5,5,主校区,逸夫教学楼,YF106,70,1
经济管理学院,40L714Q,现代流通学,01,2.0,考试,唐孝飞* ,1-8周,1,5,主校区,逸夫教学楼,YF308,70,1
经济管理学院,40L714Q,现代流通学,01,2.0,考试,唐孝飞* ,1-8周,4,4,主校区,逸夫教学楼,YF308,70,1
经济管理学院,40L715Q,数据库应用基础,01,2.0,考试,姚家奕* ,1-8周,1,5,主校区,逸夫教学楼,YF307,70,27
经济管理学院,40L715Q,数据库应用基础,01,2.0,考试,姚家奕* ,1-8周,4,4,主校区,逸夫教学楼,YF603,70,27
经济管理学院,40L716Q,物流运作管理,01,2.0,考试,鲁晓春* ,1-8周,5,5,主校区,逸夫教学楼,YF415,70,1
经济管理学院,40L716Q,物流运作管理,01,2.0,考试,鲁晓春* ,1-8周,3,5,主校区,逸夫教学楼,YF415,70,1
经济管理学院,40L717Q,物流方案设计,01,3.0,考试,华国伟* ,1-12周上,2,4,主校区,思源东楼,SD106,70,1
经济管理学院,40L717Q,物流方案设计,01,3.0,考试,华国伟* ,1-12周上,4,5,主校区,思源东楼,SD108,70,1
经济管理学院,40L727Q,供应链管理,01,4.0,考试,李伊松* 施先亮 ,1-16周,4,1,主校区,逸夫教学楼,YF312,70,34
经济管理学院,40L727Q,供应链管理,01,4.0,考试,李伊松* 施先亮 ,1-16周,1,1,主校区,逸夫教学楼,YF312,70,34
经济管理学院,40L727Q,供应链管理,02,4.0,考试,易华* 华国伟 ,1-16周,4,1,主校区,逸夫教学楼,YF313,70,13
经济管理学院,40L727Q,供应链管理,02,4.0,考试,易华* 华国伟 ,1-16周,1,1,主校区,逸夫教学楼,YF313,70,13
经济管理学院,40L728Q,采购管理,01,4.0,考试,徐杰* ,1-16周,4,2,主校区,逸夫教学楼,YF414,70,35
经济管理学院,40L728Q,采购管理,01,4.0,考试,徐杰* ,1-16周,1,2,主校区,逸夫教学楼,YF414,70,35
经济管理学院,40L728Q,采购管理,02,4.0,考试,侯汉平* 卞文良 ,1-16周,1,2,主校区,逸夫教学楼,YF108,70,15
经济管理学院,40L728Q,采购管理,02,4.0,考试,侯汉平* 卞文良 ,1-16周,4,2,主校区,逸夫教学楼,YF108,70,15
经济管理学院,40L729Q,数据结构,01,4.0,考试,苟娟琼* 王英 ,1-16周,1,1,主校区,逸夫教学楼,YF414,70,29
经济管理学院,40L729Q,数据结构,01,4.0,考试,苟娟琼* 王英 ,1-16周,4,1,主校区,逸夫教学楼,YF414,70,29
经济管理学院,40L803Q,金融市场学,01,2.0,考试,张晓明* ,1-8周,1,6,主校区,逸夫教学楼,YF510,70,10
经济管理学院,40L803Q,金融市场学,01,2.0,考试,张晓明* ,1-8周,3,5,主校区,逸夫教学楼,YF510,70,10
经济管理学院,40L803Q,金融市场学,03,2.0,考试,李卫* ,1-8周,3,5,主校区,思源东楼,SD206,70,40
经济管理学院,40L803Q,金融市场学,03,2.0,考试,李卫* ,1-8周,1,6,主校区,思源东楼,SD206,70,40
经济管理学院,40L804Q,国际贸易,01,2.0,考试,卜伟* ,1-16周,1,6,主校区,思源东楼,SD202,70,0
经济管理学院,40L804Q,国际贸易,02,2.0,考试,刘似臣* ,1-16周,1,6,主校区,思源东楼,SD203,70,1
经济管理学院,40L806Q,商业银行经营管理学,01,2.0,考试,刘恩* ,9-16周,1,6,主校区,思源东楼,SD107,70,22
经济管理学院,40L806Q,商业银行经营管理学,01,2.0,考试,刘恩* ,9-16周,4,6,主校区,思源东楼,SD107,70,22
经济管理学院,40L806Q,商业银行经营管理学,02,2.0,考试,马晓贤* ,9-16周,4,6,主校区,思源东楼,SD102,70,46
经济管理学院,40L806Q,商业银行经营管理学,02,2.0,考试,马晓贤* ,9-16周,1,6,主校区,思源东楼,SD102,70,46
经济管理学院,40L807Q,财政学,01,2.0,考试,韦桂丽* ,1-8周,2,6,主校区,思源西楼,SX502,70,0
经济管理学院,40L807Q,财政学,01,2.0,考试,韦桂丽* ,1-8周,5,6,主校区,思源西楼,SX502,70,0
经济管理学院,40L814Q,项目经济评价,01,2.0,考试,郭丽华* ,1-8周,1,6,主校区,逸夫教学楼,YF508,70,64
经济管理学院,40L814Q,项目经济评价,01,2.0,考试,郭丽华* ,1-8周,4,6,主校区,思源东楼,SD201,70,64
经济管理学院,40L818Q,计量经济学,01,4.0,考试,李卫东* ,1-16周,1,1,主校区,逸夫教学楼,YF513,70,8
经济管理学院,40L818Q,计量经济学,01,4.0,考试,李卫东* ,1-16周,3,2,主校区,逸夫教学楼,YF513,70,8
经济管理学院,40L818Q,计量经济学,02,4.0,考试,潘浩然* 李卫 ,1-16周,3,2,主校区,逸夫教学楼,YF514,70,17
经济管理学院,40L818Q,计量经济学,02,4.0,考试,潘浩然* 李卫 ,1-16周,1,1,主校区,逸夫教学楼,YF514,70,17
经济管理学院,40L818Q,计量经济学,03,4.0,考试,杨旭* 吴玉督 ,1-16周,3,2,主校区,机械楼,Z207,70,43
经济管理学院,40L818Q,计量经济学,03,4.0,考试,杨旭* 吴玉督 ,1-16周,1,1,主校区,机械楼,Z207,70,43
经济管理学院,40L827Q,劳动关系与劳动法,01,2.0,考试,石美遐* ,9-16周,1,5,主校区,思源东楼,SD107,70,0
经济管理学院,40L827Q,劳动关系与劳动法,01,2.0,考试,石美遐* ,9-16周,3,5,主校区,思源东楼,SD107,70,0
经济管理学院,40L838Q,运输工程经济学,01,2.0,考试,林晓言* ,1-8周,4,6,主校区,思源西楼,SX402,70,68
经济管理学院,40L838Q,运输工程经济学,01,2.0,考试,林晓言* ,1-8周,2,6,主校区,思源西楼,SX403,70,68
经济管理学院,40S002T,股票模拟交易,01,2.0,考试,马晓贤* ,1-16周,3,3,主校区,思源东楼,SD107,70,1
经济管理学院,40S113Q,ERP理论与实践,01,2.0,考试,邵丽萍* 柯新生 ,1-16周,3,1,主校区,机械楼,Z101,39,-4
经济管理学院,40S113Q,ERP理论与实践,02,2.0,考试,邵丽萍* 柯新生 ,1-16周,1,2,主校区,机械楼,Z101,39,-2
经济管理学院,40S113Q,ERP理论与实践,03,2.0,考试,王馨迪* ,1-16周,3,1,主校区,机械楼,Z104,39,0
经济管理学院,40S113Q,ERP理论与实践,04,2.0,考试,王馨迪* ,1-16周,1,2,主校区,机械楼,Z104,39,0
经济管理学院,40S113Q,ERP理论与实践,05,2.0,考试,秦秋莉* ,1-16周,3,1,主校区,机械楼,Z201,39,0
经济管理学院,40S113Q,ERP理论与实践,06,2.0,考试,常丹* ,1-16周,3,1,主校区,机械楼,Z306,40,0
经济管理学院,40S113Q,ERP理论与实践,07,2.0,考试,郭春芳* ,1-16周,3,1,主校区,机械楼,Z107,39,0
经济管理学院,40S113Q,ERP理论与实践,08,2.0,考试,郭春芳* ,1-16周,1,2,主校区,机械楼,Z107,39,0
经济管理学院,40S113Q,ERP理论与实践,09,2.0,考试,刘会齐* ,1-16周,1,2,主校区,机械楼,Z108,39,0
经济管理学院,40S113Q,ERP理论与实践,10,2.0,考试,刘会齐* ,1-16周,3,1,主校区,机械楼,Z108,39,0
经济管理学院,40S113Q,ERP理论与实践,11,2.0,考试,张润彤* ,1-16周,3,1,主校区,机械楼,Z207,39,0
经济管理学院,40S114Q,企业管理综合实践,01,2.0,考试,吕海军* ,1周上,6,1,主校区,,不要教室,78,0
经济管理学院,40S114Q,企业管理综合实践,02,2.0,考试,裘晓东* ,1周上,6,1,主校区,,不要教室,70,1
经济管理学院,40S114Q,企业管理综合实践,03,2.0,考试,刘恩* ,1周上,6,1,主校区,,不要教室,94,0
经济管理学院,40S114Q,企业管理综合实践,04,2.0,考试,陈运涛* ,1周上,6,1,主校区,,不要教室,98,1
经济管理学院,40S114Q,企业管理综合实践,05,2.0,考试,何琳* ,1周上,6,1,主校区,,不要教室,102,-1
经济管理学院,40S115Q,实验经济学,01,1.0,考试,王超* ,1-8周,1,1,主校区,思源西楼,SX406,58,0
经济管理学院,40S115Q,实验经济学,02,1.0,考试,李红昌* ,1-8周,1,1,主校区,逸夫教学楼,YF106,70,9
经济管理学院,40S627Q,信息系统开发实践（A）,01,2.0,考试,刘世峰* ,1-16周,2,4,主校区,逸夫教学楼,YF308,70,29
经济管理学院,40S627Q,信息系统开发实践（A）,01,2.0,考试,刘世峰* ,1-16周,5,4,主校区,逸夫教学楼,YF308,70,29
交通运输学院,50L001H,交通博览,01,1.0,考查,张星臣* ,5-12周上,4,6,主校区,思源楼,SY106,140,140
交通运输学院,50L002H,高速铁路纵横,01,1.0,考试,聂磊* ,5-12周上,5,6,主校区,思源楼,SY106,140,140
交通运输学院,50L003H,铁路史话,01,1.0,考查,周磊山* ,5-12周上,6,6,主校区,思源楼,SY106,140,140
交通运输学院,50L003T,城市静态交通管理理论,01,2.0,考试,张秀媛* ,9-16周,1,5,主校区,逸夫教学楼,YF309,50,31
交通运输学院,50L003T,城市静态交通管理理论,01,2.0,考试,张秀媛* ,9-16周,4,5,主校区,逸夫教学楼,YF309,50,31
交通运输学院,50L014T,环境经济学,01,2.0,考试,卫振林* ,1-16周,2,6,主校区,逸夫教学楼,YF610,60,47
交通运输学院,50L019T,经济物流分析,01,2.0,考试,张秀媛* ,9-16周,1,6,主校区,逸夫教学楼,YF204,40,31
交通运输学院,50L019T,经济物流分析,01,2.0,考试,张秀媛* ,9-16周,4,6,主校区,逸夫教学楼,YF204,40,31
交通运输学院,50L020T,旅客心理学,01,2.0,考试,秦璐* ,1-8周,3,4,主校区,思源东楼,SD201,60,0
交通运输学院,50L020T,旅客心理学,01,2.0,考试,秦璐* ,1-8周,1,4,主校区,思源东楼,SD201,60,0
交通运输学院,50L025T,投资项目评估,01,2.0,考试,谢海红* ,1-16周,1,6,主校区,逸夫教学楼,YF415,70,56
交通运输学院,50L026T,系统工程,01,2.0,考试,马继辉* ,1-16周,4,6,主校区,逸夫教学楼,YF413,70,66
交通运输学院,50L035T,现代交通科学前沿导论,01,2.0,考试,李新刚* ,1-16周,1,6,主校区,逸夫教学楼,YF610,60,48
交通运输学院,50L040T,铁道概论A,01,2.0,考试,许红* ,9-16周,1,6,主校区,逸夫教学楼,YF208,70,55
交通运输学院,50L040T,铁道概论A,01,2.0,考试,许红* ,9-16周,4,6,主校区,逸夫教学楼,YF208,70,55
交通运输学院,50L105Q,城市规划(A),01,2.0,考试,闫学东* ,1-8周,5,4,主校区,逸夫教学楼,YF106,60,0
交通运输学院,50L105Q,城市规划(A),01,2.0,考试,闫学东* ,1-8周,2,4,主校区,逸夫教学楼,YF106,60,0
交通运输学院,50L105Q,城市规划(A),02,2.0,考试,许红* ,1-8周,5,4,主校区,逸夫教学楼,YF108,61,0
